Participant,Element,Tag,Reason,Timestamp,X,Y
P_47899,"BUTTON ("Annonce retirée des favoris")",BUTTON,price,2026-02-01T16:25:31.474Z,473,2563
P_47899,"BUTTON ("Annonce retirée des favoris")",BUTTON,price,2026-02-01T16:26:08.839Z,469,5051
P_47899,"Link/Ad",A,title,2026-02-01T16:26:36.760Z,549,893
