Participant,Element,Tag,Reason,Timestamp,X,Y
P_46381,"A ("IPhone 17 256 Go")",A,price,2026-02-01T10:35:57.218Z,275,2549
P_46381,"A ("Appel watch ultra 3 1.1")",A,price,2026-02-01T10:37:32.021Z,280,1349
P_46381,"A ("IPhone 17 pro")",A,price,2026-02-01T10:37:49.718Z,225,1958
