Participant,Element,Tag,Reason,Timestamp,X,Y
P_16752,"Link/Ad",A,price,2026-02-01T11:21:01.758Z,296,564
P_16752,"A ("IPhone 12mini")",A,price,2026-02-01T11:21:18.602Z,84,2154
P_16752,"A ("Iphone 15 Pro Max 256gb")",A,seller,2026-02-01T11:21:30.108Z,78,2993
