Participant,Element,Tag,Reason,Timestamp,X,Y
P_47481,"Link/Ad",A,seller,2026-02-01T11:18:29.691Z,644,897
P_47481,"A ("IPhone 14 Pro 256go")",A,photo,2026-02-01T11:19:42.741Z,544,9469
P_47481,"A ("2")",A,other,2026-02-01T11:21:05.642Z,418,10876
