Participant,Element,Tag,Reason,Timestamp,X,Y
P_94015,"Link/Ad",A,price,2026-02-01T23:07:32.687Z,246,930
P_94015,"A ("IPhone 17 pro")",A,price,2026-02-01T23:07:58.529Z,308,2625
P_94015,"A ("IPhone 17 PRO MAX")",A,title,2026-02-01T23:08:18.245Z,327,4544
