Participant,Element,Tag,Reason,Timestamp,X,Y
P_2464,"Link/Ad",A,price,2026-02-01T11:54:50.447Z,500,886
P_2464,"A ("IPhone 17 PRO MAX")",A,photo,2026-02-01T11:55:22.220Z,397,4484
P_2464,"Link/Ad",A,price,2026-02-01T11:55:45.652Z,356,7254
