Participant,Element,Tag,Reason,Timestamp,X,Y
P_92854,"Link/Ad",A,price,2026-02-01T10:58:28.118Z,476,616
P_92854,"A ("IPhone 17 256 Go")",A,title,2026-02-01T10:58:47.355Z,410,3376
P_92854,"A ("IPhone 14 Pro 256go")",A,price,2026-02-01T10:59:27.614Z,455,9467
