Participant,Element,Tag,Reason,Timestamp,X,Y
P_60949,"A ("IPhone 17 256 Go")",A,title,2026-02-01T11:00:41.755Z,454,3445
P_60949,"A ("IPhone 13 Pro t")",A,seller,2026-02-01T11:01:20.550Z,472,1447
P_60949,"A ("IPhone 15 pro Max")",A,seller,2026-02-01T11:01:52.305Z,467,6148
