Participant,Element,Tag,Reason,Timestamp,X,Y
P_28223,"A ("IPhone 15")",A,price,2026-02-01T12:12:03.511Z,809,1217
P_28223,"A ("IPhone 13 Pro t")",A,price,2026-02-01T12:12:10.425Z,841,1450
P_28223,"A ("IPhone 14")",A,price,2026-02-01T12:12:36.042Z,763,5895
