Participant,Element,Tag,Reason,Timestamp,X,Y
P_89444,"A ("IPhone 14 Pro 128go")",A,photo,2026-02-01T12:55:53.241Z,275,10395
P_89444,"Link/Ad",A,photo,2026-02-01T12:56:20.098Z,566,884
P_89444,"A ("S24 ultra")",A,price,2026-02-01T12:56:57.737Z,790,8147
