Participant,Element,Tag,Reason,Timestamp,X,Y
P_5857,"Link/Ad",A,price,2026-02-01T11:19:53.835Z,461,613
P_5857,"A ("IPhone 15")",A,photo,2026-02-01T11:20:11.583Z,429,1176
P_5857,"A ("IPhone 17 pro")",A,photo,2026-02-01T11:20:49.027Z,417,2554
P_5857,"A ("IPhone 17 PRO MAX")",A,photo,2026-02-01T11:21:15.305Z,460,4492
