Participant,Element,Tag,Reason,Timestamp,X,Y
P_86351,"Link/Ad",A,title,2026-02-01T10:59:52.066Z,393,614
P_86351,"A ("IPhone 17 256 Go")",A,photo,2026-02-01T11:00:29.398Z,201,3475
P_86351,"A ("IPhone 17 pro orange 256 giga")",A,photo,2026-02-01T11:00:38.772Z,213,4833
