Participant,Element,Tag,Reason,Timestamp,X,Y
P_76596,"A ("IPhone 15")",A,photo,2026-02-01T10:37:17.261Z,637,1168
P_76596,"Link/Ad",A,photo,2026-02-01T10:37:52.034Z,878,897
P_76596,"Link/Ad",A,title,2026-02-01T10:37:56.403Z,729,609
