Participant,Element,Tag,Reason,Timestamp,X,Y
P_28998,"A ("IPhone 14")",A,photo,2026-02-01T10:46:00.353Z,479,5963
P_28998,"A ("Z fip 4 256 go")",A,price,2026-02-01T10:46:18.883Z,545,8961
P_28998,"A ("IPhone 14 Pro 128go")",A,title,2026-02-01T10:46:32.045Z,526,10406
