Participant,Element,Tag,Reason,Timestamp,X,Y
P_17736,"A ("IPhone 13 Pro t")",A,price,2026-02-01T18:21:43.081Z,493,1466
P_17736,"A ("IPhone 14")",A,price,2026-02-01T18:22:57.576Z,469,6016
P_17736,"A ("S24 ultra")",A,photo,2026-02-01T18:23:20.293Z,459,8102
